0,0
44,4
43,78
132,83
129,234
46,232
42,315
-119,317
-126,571
-211,572
-213,645
-39,651
31,646
42,645
46,645
46,636
47,628
46,475
46,470
37,468
3,471
5,467
2,434
72,369
2.1257920541334836,2.1257920541334836
